kind,layer,mean,ci_lo,ci_hi,pos_frac,n,vnorm_mean,split,increment
layer,11,0.019012451171875,-0.038153076171874994,0.07785110473632811,0.4140625,128,11.828607141389512,validation,
layer,12,0.001434326171875,-0.07291183471679687,0.076416015625,0.453125,128,15.249868032871746,validation,
layer,13,0.069671630859375,-0.00640869140625,0.1547912597656249,0.3984375,128,12.500294179655612,validation,
layer,14,0.023529052734375,-0.042057037353515625,0.08374252319335934,0.4609375,128,14.306826476473361,validation,
layer,15,0.08123779296875,0.023705291748046878,0.14331359863281246,0.4609375,128,17.134160043584416,validation,
layer,16,0.081146240234375,-0.006410980224609375,0.1638244628906249,0.5390625,128,20.061742935562506,validation,
layer,17,0.1154937744140625,0.04932975769042969,0.18329238891601557,0.4921875,128,23.557848939904943,validation,
layer,18,0.231658935546875,0.14650802612304686,0.3204391479492187,0.5546875,128,31.94438171898946,validation,
layer,19,0.463775634765625,0.33778152465820316,0.5893005371093749,0.734375,128,55.070337696000934,validation,
layer,20,0.388580322265625,0.28886871337890624,0.4922233581542968,0.6875,128,36.97562154335901,validation,
layer,21,0.531219482421875,0.41693115234375,0.6564949035644532,0.71875,128,38.11256424989551,validation,
layer,22,0.256805419921875,0.170098876953125,0.346038818359375,0.59375,128,37.03750172338914,validation,
layer,23,0.2164459228515625,0.15052299499511718,0.28526802062988277,0.6484375,128,35.11856054444797,validation,
layer,24,0.150177001953125,0.05645675659179687,0.24884338378906246,0.484375,128,39.71763945010025,validation,
layer,25,0.245574951171875,0.141448974609375,0.36707458496093737,0.5546875,128,40.138704139506444,validation,
layer,26,0.07320404052734375,0.014159393310546876,0.13526153564453125,0.5,128,41.070927939144894,validation,
layer,27,0.088836669921875,-0.012361145019531249,0.20362548828124982,0.421875,128,47.48373293550685,validation,
layer,28,0.069854736328125,-0.028322601318359373,0.17132797241210934,0.4453125,128,65.70701335649937,validation,
layer,29,-0.0446624755859375,-0.16260337829589844,0.07043380737304666,0.421875,128,152.14484614133835,validation,
layer,30,-0.1721954345703125,-0.3022029876708984,-0.04538879394531259,0.34375,128,506.91112595796585,validation,
layer,31,-0.070465087890625,-0.23263626098632811,0.0952316284179685,0.34375,128,352.2936720252037,validation,
block,0,0.029754638671875,-0.10813217163085938,0.17013626098632811,0.4453125,128,17.392343770014122,validation,
block,1,0.022186279296875,-0.11979141235351562,0.16522598266601557,0.375,128,1005.534980007913,validation,
block,2,0.03619384765625,-0.01315765380859375,0.09225921630859368,0.4296875,128,2.8872645385563374,validation,
block,3,0.040740966796875,-0.03470535278320312,0.12204360961914057,0.4375,128,4.479893091134727,validation,
block,4,0.055145263671875,-0.010346984863281249,0.12072982788085934,0.484375,128,5.347694609314203,validation,
block,5,0.082672119140625,0.014156341552734377,0.15512161254882811,0.5234375,128,6.817286530509591,validation,
block,6,0.095672607421875,0.022183227539062503,0.17773666381835934,0.5078125,128,7.810149053111672,validation,
block,7,0.091522216796875,0.002767944335937503,0.18554916381835934,0.5625,128,9.123217577114701,validation,
block,8,0.074432373046875,0.01797332763671875,0.1312316894531249,0.5234375,128,9.50242517888546,validation,
block,9,-0.012603759765625,-0.11056900024414062,0.08362274169921868,0.46875,128,13.267087826505303,validation,
block,10,0.032806396484375,-0.04334335327148437,0.10205078125,0.4296875,128,11.011518551036716,validation,
block,11,0.052215576171875,-0.0024726867675781247,0.11203308105468746,0.421875,128,12.942443206906319,validation,
block,12,-0.007232666015625,-0.10040359497070313,0.07593078613281246,0.53125,128,16.494874622672796,validation,
block,13,0.120941162109375,0.028682708740234375,0.23376617431640623,0.5078125,128,14.679785644635558,validation,
block,14,0.068450927734375,-0.0016967773437499938,0.1337951660156249,0.5078125,128,17.781125783920288,validation,
block,15,0.474700927734375,0.36272735595703126,0.5918090820312498,0.7265625,128,21.59427661821246,validation,
block,16,0.163055419921875,0.07598648071289063,0.25360260009765623,0.6015625,128,24.451330373063684,validation,
block,17,0.094451904296875,0.026946258544921876,0.16089096069335934,0.484375,128,28.419640470296144,validation,
block,18,1.0223426818847656,0.835941219329834,1.2226593971252442,0.765625,128,40.122567070648074,validation,
block,19,1.182708740234375,0.9804290771484375,1.3805320739746092,0.84375,128,59.81805692240596,validation,
block,20,0.48431396484375,0.3748443603515625,0.5981475830078125,0.7421875,128,45.08287874609232,validation,
block,21,0.653778076171875,0.5172088623046875,0.7983413696289062,0.8046875,128,45.676842518150806,validation,
block,22,0.25360107421875,0.16552352905273438,0.3404243469238281,0.59375,128,43.95666005089879,validation,
block,23,0.282012939453125,0.2095611572265625,0.35928573608398434,0.7109375,128,45.40734411031008,validation,
block,24,1.071502685546875,0.9024322509765625,1.2398834228515623,0.8828125,128,48.80696012079716,validation,
block,25,0.288055419921875,0.18102951049804689,0.4126335144042968,0.6640625,128,46.71561477333307,validation,
block,26,0.11759185791015625,0.05615024566650391,0.18238182067871092,0.546875,128,51.099964670836926,validation,
block,27,0.217254638671875,0.10603637695312501,0.345069122314453,0.65625,128,60.431184850633144,validation,
block,28,0.140777587890625,0.03752517700195313,0.2480827331542968,0.53125,128,75.36237135529518,validation,
block,29,0.46051025390625,0.31084442138671875,0.6135871887207032,0.6796875,128,167.11787724494934,validation,
block,30,-0.08245849609375,-0.21237411499023437,0.04459075927734368,0.4375,128,518.1639330685139,validation,
block,31,0.20455169677734375,0.02048091888427735,0.3809309005737304,0.53125,128,732.4833090901375,validation,
resid,0,0.029754638671875,-0.10813217163085938,0.17013626098632811,0.4453125,128,17.39800537598785,validation,0.029754638671875
resid,1,0.024871826171875,-0.11358718872070313,0.16547012329101557,0.421875,128,1005.028901762329,validation,-0.0048828125
resid,2,0.059051513671875,-0.09317245483398437,0.21701736450195303,0.4296875,128,1005.1035016952083,validation,0.0341796875
resid,3,0.149383544921875,-0.0032531738281249938,0.30530700683593737,0.4765625,128,1005.3409310728312,validation,0.09033203125
resid,4,0.162567138671875,0.009642791748046876,0.31336288452148425,0.546875,128,1005.879182819277,validation,0.01318359375
resid,5,0.261199951171875,0.10555191040039062,0.41479797363281246,0.6171875,128,1006.6014658883214,validation,0.0986328125
resid,6,0.313934326171875,0.16246871948242186,0.4679878234863281,0.640625,128,1007.4752430133522,validation,0.052734375
resid,7,0.412078857421875,0.25374832153320315,0.5689407348632812,0.65625,128,1007.9684022665024,validation,0.09814453125
resid,8,0.502410888671875,0.34847259521484375,0.6607742309570311,0.703125,128,1008.591675914824,validation,0.09033203125
resid,9,0.506317138671875,0.35497894287109377,0.6596397399902343,0.71875,128,1015.9512959271669,validation,0.00390625
resid,10,0.519989013671875,0.36449127197265624,0.6773384094238282,0.734375,128,1016.4687599390745,validation,0.013671875
resid,11,0.561981201171875,0.39808502197265627,0.7321571350097655,0.6875,128,1017.3810010105371,validation,0.0419921875
resid,12,0.612762451171875,0.43830413818359376,0.7929840087890623,0.6953125,128,1023.9509430527687,validation,0.05078125
resid,13,0.710418701171875,0.504266357421875,0.928174591064453,0.6953125,128,1025.3100943416357,validation,0.09765625
resid,14,0.900848388671875,0.6721328735351563,1.1429519653320312,0.7421875,128,1026.4178962260485,validation,0.1904296875
resid,15,1.841766357421875,1.4995101928710937,2.191265106201172,0.828125,128,1028.9171343296766,validation,0.94091796875
resid,16,2.070770263671875,1.6991752624511718,2.4413497924804686,0.84375,128,1031.0471098423004,validation,0.22900390625
resid,17,2.107391357421875,1.7331230163574218,2.478774261474609,0.84375,128,1035.661993905902,validation,0.03662109375
resid,18,3.113250732421875,2.6187225341796876,3.6019081115722655,0.875,128,1043.7915270328522,validation,1.005859375
resid,19,3.529022216796875,3.015734100341797,4.045240783691406,0.921875,128,1065.5701472759247,validation,0.415771484375
resid,20,3.535614013671875,3.027783203125,4.041168212890624,0.921875,128,1075.5858487188816,validation,0.006591796875
resid,21,3.584930419921875,3.071710968017578,4.087932586669922,0.8984375,128,1085.0651689469814,validation,0.04931640625
